Layer,Threshold,ThresholdLabel,Date,DailyNetTWD,DailyLongTWD,DailyShortTWD,CumNetTWD,CumLongTWD,CumShortTWD
小台全日 比例,0.6,勝率 > 60%,20240906,1422.0,0.0,1422.0,75889.0,30922.0,44967.0
小台全日 比例,0.6,勝率 > 60%,20250407,59953.0,28350.0,31603.0,135842.0,59272.0,76570.0
小台全日 比例,0.6,勝率 > 60%,20250409,11002.0,9512.0,1490.0,146844.0,68784.0,78060.0
小台全日 比例,0.6,勝率 > 60%,20250410,35765.0,32338.0,3427.0,182609.0,101122.0,81487.0
小台全日 比例,0.6,勝率 > 60%,20250411,3058.0,2328.0,730.0,185667.0,103450.0,82217.0
小台全日 比例,0.6,勝率 > 60%,20250415,26.0,26.0,0.0,185693.0,103476.0,82217.0
小台全日 比例,0.6,勝率 > 60%,20260303,996.0,0.0,996.0,186689.0,103476.0,83213.0
小台全日 比例,0.6,勝率 > 60%,20260304,4498.0,4498.0,0.0,191187.0,107974.0,83213.0
小台全日 比例,0.6,勝率 > 60%,20260316,48.0,0.0,48.0,191235.0,107974.0,83261.0
小台全日 比例,0.6,勝率 > 60%,20260323,14173.0,2193.0,11980.0,205408.0,110167.0,95241.0
小台全日 比例,0.6,勝率 > 60%,20260331,-900.0,0.0,-900.0,204508.0,110167.0,94341.0
小台全日 比例,0.6,勝率 > 60%,20260402,6998.0,6998.0,0.0,211506.0,117165.0,94341.0
小台全日 比例,0.6,勝率 > 60%,20260422,5938.0,5938.0,0.0,217444.0,123103.0,94341.0
小台全日 比例,0.6,勝率 > 60%,20260427,-4566.0,0.0,-4566.0,212878.0,123103.0,89775.0
小台全日 比例,0.6,勝率 > 60%,20260519,2332.0,2332.0,0.0,215210.0,125435.0,89775.0
小台全日 比例,0.6,勝率 > 60%,20260606,215852.0,208840.0,7012.0,431062.0,334275.0,96787.0
小台全日 比例,0.6,勝率 > 60%,20260608,3706.0,0.0,3706.0,434768.0,334275.0,100493.0
小台全日 比例,0.6,勝率 > 60%,20260610,25592.0,7356.0,18236.0,460360.0,341631.0,118729.0
小台全日 比例,0.6,勝率 > 60%,20260618,23360.0,7644.0,15716.0,483720.0,349275.0,134445.0
小台全日 比例,0.6,勝率 > 60%,20260624,222.0,0.0,222.0,483942.0,349275.0,134667.0
小台全日 比例,0.6,勝率 > 60%,20260625,70.0,70.0,0.0,484012.0,349345.0,134667.0
小台全日 比例,0.7,勝率 > 70%,20200312,380.0,338.0,42.0,380.0,338.0,42.0
小台全日 比例,0.7,勝率 > 70%,20200313,1970.0,338.0,1632.0,2350.0,676.0,1674.0
小台全日 比例,0.7,勝率 > 70%,20200314,94.0,94.0,0.0,2444.0,770.0,1674.0
小台全日 比例,0.7,勝率 > 70%,20200316,6318.0,194.0,6124.0,8762.0,964.0,7798.0
小台全日 比例,0.7,勝率 > 70%,20200317,-124.0,-516.0,392.0,8638.0,448.0,8190.0
小台全日 比例,0.7,勝率 > 70%,20200318,792.0,-154.0,946.0,9430.0,294.0,9136.0
小台全日 比例,0.7,勝率 > 70%,20200319,1681.0,147.0,1534.0,11111.0,441.0,10670.0
小台全日 比例,0.7,勝率 > 70%,20200320,246.0,0.0,246.0,11357.0,441.0,10916.0
小台全日 比例,0.7,勝率 > 70%,20200323,4326.0,-412.0,4738.0,15683.0,29.0,15654.0
小台全日 比例,0.7,勝率 > 70%,20200730,38.0,38.0,0.0,15721.0,67.0,15654.0
小台全日 比例,0.7,勝率 > 70%,20201221,686.0,0.0,686.0,16407.0,67.0,16340.0
小台全日 比例,0.7,勝率 > 70%,20210512,7629.0,2431.0,5198.0,24036.0,2498.0,21538.0
小台全日 比例,0.7,勝率 > 70%,20210517,1834.0,1834.0,0.0,25870.0,4332.0,21538.0
小台全日 比例,0.7,勝率 > 70%,20220712,4186.0,4186.0,0.0,30056.0,8518.0,21538.0
小台全日 比例,0.7,勝率 > 70%,20220922,636.0,0.0,636.0,30692.0,8518.0,22174.0
小台全日 比例,0.7,勝率 > 70%,20221013,1288.0,0.0,1288.0,31980.0,8518.0,23462.0
小台全日 比例,0.7,勝率 > 70%,20221209,1584.0,0.0,1584.0,33564.0,8518.0,25046.0
小台全日 比例,0.7,勝率 > 70%,20221213,534.0,534.0,0.0,34098.0,9052.0,25046.0
